;Name;Overview;Platform;Year_of_Release;Genre;Publisher;Global_players;Critic_Score;User_Score;Developer;alcohol_reference;animated_blood;blood;blood_and_gore;cartoon_violence;crude_humor;drug_reference;fantasy_violence;intense_violence;language;lyrics;mature_humor;mild_blood;mild_cartoon_violence;mild_fantasy_violence;mild_language;mild_lyrics;mild_suggestive_themes;mild_violence;no_descriptors;nudity;partial_nudity;sexual_content;sexual_themes;simulated_gambling;strong_janguage;strong_sexual_content;suggestive_themes;use_of_alcohol;use_of_drugs_and_alcohol;violence;esrb_rating
307;Final Fantasy Crystal Chronicles: Echoes of Time;Final Fantasy Crystal Chronicles: Echoes of Time is a Wii and Nintendo DS action role-playing game in the Final Fantasy Crystal Chronicles series developed;DS;2009.0;Role-Playing;Square Enix;0.47;75.0;7.3;Square Enix;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;M
308;Art Academy: Lessons for Everyone;New Art Academy. también conocido como Art Academy: Lessons for Everyone! en América y Kyouiku Eigokoro Kyoushitsu (新絵心教室. ''Kyouiku Eigokoro;3DS;2012.0;Action;Nintendo;0.46;81.0;7.6;Nintendo;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;M
309;NHL 2005;"NHL 2005 is an ice hockey video game released in 2004. the successor to NHL 2004. Contents. 1 Features. 1.1 Improvements/flaws. 2 Reception; 3 References";PS2;2004.0;Sports;Electronic Arts;0.45;75.0;8.3;EA Sports;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ET
310;Star Wars Jedi Knight: Jedi Academy;"Star Wars Jedi Knight: Jedi Academy es un videojuego de disparos en primera y tercera persona establecido en el universo de Star Wars.
 Modos de juego: Un jugador / ‎Multijugador‎
 Controles: Mouse y teclado
 Idioma(s): inglés
 Requisitos: Ver lista Microsoft WindowsProces";XB;2003.0;Shooter;Activision;0.45;76.0;8.7;Vicarious Visions;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;T
311;Red Faction: Armageddon;Jugabilidad[editar]. Red Faction: Armagedón se centra en un mundo con entornos destructibles. El jugador debe reclamar fortificaciones cultistas en la;PS3;2011.0;Shooter;THQ;0.45;71.0;7.3;Volition Inc.;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;M
312;Shin Megami Tensei: Persona 3;Shin Megami Tensei: Persona 3. lanzado en Japón simplemente como Persona 3 (ペルソナ3) es el cuarto juego de la serie Persona. spin-off de la serie Megami;PS2;2006.0;Role-Playing;Tecmo Koei;0.45;86.0;8.4;Atlus Co.;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;M
313;F.E.A.R. 3;F.E.A.R. 3 (estilizada en el logotipo como F.3.A.R) es un juego de disparos en primera persona desarrollado por Day 1 Studios para PlayStation 3.;PS3;2011.0;Shooter;Warner Bros. Interactive Entertainment;0.45;74.0;7.1;Day 1 Studios;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
314;Ben 10 Alien Force: Vilgax Attacks;Ben 10 Alien Force: Vilgax Attacks es un videojuego multiplataforma de Ben 10. al igual que sus antecesores Ben 10: Protector of Earth y Ben 10: Alien Force;Wii;2009.0;Action;D3Publisher;0.44;65.0;4.0;Papaya Studios;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ET
315;Child of Eden;Child of Eden (lit. Niño del Edén) es un videojuego musical y shooter on the rail de temática de fantasía creado por Tetsuya Mizuguchi para Ubisoft.;X360;2011.0;Shooter;Ubisoft;0.44;84.0;7.7;Q Entertainment;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
316;Eternal Sonata;Eternal Sonata —conocido en Japón como Trusty Bell: Chopin's Dream (トラスティベル 〜ショパンの夢〜 Torasuti Beru ~Shopan no Yume~. ''Trusty Bell: Chopin's;PS3;2008.0;Role-Playing;Atari;0.44;80.0;7.8;Tri-Crescendo;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;M
317;Hometown Story;Hometown Story is a 2013 life-simulation video game for the Nintendo 3DS directed by Yasuhiro Wada. produced by Toybox Inc. and distributed by Natsume for;3DS;2013.0;Role-Playing;Rising Star Games;0.43;47.0;6.0;TOYBOX;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;T
318;Tales of the World: Radiant Mythology;Tales of the World: Radiant Mythology (テイルズオブザワールド レディアントマイソロジー. Teiruzu Obu Za Waarudo Redianto Maisorojii) es un juego de rol de;PSP;2006.0;Role-Playing;Ubisoft;0.43;66.0;7.8;Alfa System;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;T
319;25 to Life;25 to Life is a third-person shooter video game developed by Avalanche Software and Ritual Entertainment and published by Eidos Interactive for Microsoft;PS2;2006.0;Shooter;Eidos Interactive;0.42;39.0;4.9;Ritual Entertainment;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;M
320;Dog's Life;"Dog's Life es un videojuego de acción-aventura desarrollado por Frontier Developments exclusivamente para PlayStation 2.
 Distribuidora(s): NA Hip Games; EU‎ ‎SCEE‎
 Género(s): Acción-aventura
 Formato(s): DVD
 Fecha(s) de lanzamiento: NA 14 de septiembre";PS2;2003.0;Adventure;Sony Computer Entertainment;0.42;64.0;3.1;Frontier Developments;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
321;Story of Seasons;This set includes the STORY OF SEASONS: Pioneers of Olive Town game and its Expansion Pass featuring 14 sets of DLC. This expansive bundle will enhance your;3DS;2014.0;Simulation;Nintendo;0.42;76.0;8.2;Marvelous AQL;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;M
322;The Suffering;The Suffering es un videojuego creado por Surreal Software y Midway Games para PlayStation 2. Xbox y PC en el año 2004. La secuela The suffering: los lazos;PS2;2004.0;Action;Midway Games;0.42;77.0;8.9;Surreal Software;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
323;Animal Crossing: Amiibo Festival;Animal Crossing: Amiibo Festival es un videojuego para fiestas desarrollado por Nintendo y NDcube para la Wii U. El juego es una derivación de la serie;WiiU;2015.0;Misc;Nintendo;0.41;46.0;4.4;Nintendo;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
324;Zone of the Enders: The 2nd Runner;Zone of the Enders: The 2nd Runner. known in Japan as Anubis: Zone of the Enders. is a third-person shooter hack and slash video game that was developed and;PS2;2003.0;Simulation;Konami Digital Entertainment;0.41;82.0;8.9;KCEJ;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;T
325;NiGHTS: Journey of Dreams;NiGHTS: Journey of Dreams es un videojuego para la consola Wii de Nintendo. Es una secuela de NiGHTS into Dreams;Wii;2007.0;Platform;Sega;0.41;69.0;8.5;Sega;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ET
326;Life is Strange;Life is Strange destaca por el modo en el que trata diversas situaciones que sufren los adolescentes. como el acoso escolar. la depresión. el suicidio. las;PS4;2016.0;Adventure;Square Enix;0.4;85.0;8.6;DONTNOD Entertainment;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;M
327;The Wonderful 101;The Wonderful 101: Remastered offers the unprecedented ability to control 100 heroes at once. with the flowing controls and dynamic action that are the;WiiU;2013.0;Action;Nintendo;0.4;78.0;8.5;PlatinumGames;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;T
328;Fantastic Four: Rise of the Silver Surfer;Los 4 Fantásticos y Silver Surfer (título original en inglés. Fantastic Four: Rise of the Silver Surfer) es la secuela de la película Los 4 Fantásticos de;PS2;2007.0;Action;Take-Two Interactive;0.39;36.0;6.4;7 Studios;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
329;No More Heroes 2: Desperate Struggle;14 jul 2021 — No More Heroes 2: Desperate Struggle is an action hack-and-slash game. This title contains excessive blood. violence. and gore. including;Wii;2010.0;Action;Rising Star Games;0.39;84.0;8.8;Grasshopper Manufacture;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ET
330;LocoRoco;"LocoRoco es un videojuego Japonés lanzado en el año 2006 únicamente para la consola portátil PSP de Sony. El juego fue desarrollado y publicado por SCE.
 Modos de juego: Un jugador
 Distribuidora(s): Sony Interactive Entertainment
 Formato(s): Universal Media Disc
 Fecha(s) de lanzamiento: 23 de junio de 2006
 ‎Historia · ‎Jugabilidad · ‎Extras · ‎Casa Loco";PSP;2006.0;Platform;Sony Computer Entertainment;0.38;83.0;8.7;SCE Japan Studio;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
331;Dawn of Discovery;Русификатор Dawn of Discovery + Venice (Anno 1404 + Venice);PC;2009.0;Simulation;Ubisoft;0.38;82.0;8.8;Blue Byte;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
332;Age of Empires III;Age of Empires III: Definitive Edition encumbra la celebración de una de las franquicias de estrategia en tiempo real más queridas en una edición definitiva;PC;2005.0;Strategy;Microsoft Game Studios;0.38;81.0;7.7;Ensemble Studios;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
333;GRID 2;Ponte a los mandos. pisa a fondo y persigue la fama en GRID 2. la nueva entrega de Race Driver: GRID. el juego que ganó un premio BAFTA y vendió millones de;PS3;2013.0;Racing;Codemasters;0.37;82.0;6.6;Codemasters;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
334;Rocket League;"Rocket League es un videojuego que combina el fútbol con los vehículos. Fue desarrollado por Psyonix y lanzado el 7 de julio de 2015.
 Modos de juego: Un jugador. ‎multijugador‎
 Controles: Ratón. ‎teclado‎. ‎mando‎
 Motor: Unreal Engine 3
 Director(es): Thomas Silloway";PS4;2016.0;Sports;505 Games;0.37;85.0;8.7;Psyonix;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
335;DiRT Rally;DiRT Rally is the most authentic and thrilling rally game ever made. road-tested over 80 million miles by the DiRT community. It perfectly captures that white;PS4;2016.0;Racing;Codemasters;0.37;85.0;8.1;Codemasters;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
336;Naruto Shippuden: Ninja Destiny 2;No Encontramos Descripcciones;DS;2008.0;Fighting;Takara Tomy;0.37;55.0;5.7;Takara Tomy;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;T
337;Fragile Dreams: Farewell Ruins of the Moon;Fragile Dreams: Farewell Ruins of the Moon (フラジール ～さよなら月の廃墟～. Furajīru: Sayonara Tsuki no Haikyo. known in Japan as Fragile) is an action;Wii;2009.0;Role-Playing;Rising Star Games;0.36;67.0;8.3;Tri-Crescendo;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;T
338;Castlevania: Order of Ecclesia;"Castlevania: Order of Ecclesia. conocido en Japón como Akumajō Dorakyura Ubawareta Kokuin (悪魔城ドラキュラ 奪われた刻印. ""Devil's Castle Dracula: The";DS;2008.0;Platform;Konami Digital Entertainment;0.36;85.0;8.7;Konami;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
339;SAW;Saw (conocida como Juego macabro (una nueva forma de morir;PS3;2009.0;Action;Konami Digital Entertainment;0.36;59.0;6.4;Zombie Studios;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;T
340;Robots;Actualmente podría considerarse que un robot es una computadora con la capacidad y el propósito de movimiento que en general es capaz de desarrollar múltiples;PS2;2005.0;Action;Vivendi Games;0.36;53.0;6.0;Eurocom Entertainment Software;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
341;NARC;No Encontramos Descripcciones;PS2;2005.0;Shooter;Midway Games;0.36;50.0;7.0;Point of View;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;M
342;Sword Art Online: Lost Song;12 nov 2018 — Enter the VRMMO world of the much-loved anime SWORD ART ONLINE! In Alfheim Online. a world of fairies and magic. you become the hero of the;PSV;2015.0;Role-Playing;Namco Bandai Games;0.36;70.0;7.1;Bandai Namco Games;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;T
343;Trauma Center: Under the Knife;Trauma Center: Under the Knife. conocido en Japón como Chōshittō Caduceus (超執刀 カドゥケウス. Chōshittō Kadukeus). es un videojuego de simulación médica;DS;2005.0;Simulation;Nintendo;0.35;81.0;8.7;ITL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
344;Earth Defense Force 2025;Earth Defense Force 2025 (2013) — Earth Defense Force 2025 es la entrega con el número más alto de misiones: un total de 85 (90 en la versión de PlayStation;PS3;2013.0;Shooter;D3Publisher;0.35;69.0;7.5;Sandlot;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
345;LocoRoco 2;"LocoRoco™ 2 Remastered. Sony Interactive Entertainment Europe. PS4. 14.99 €.
 EUR 14.99";PSP;2008.0;Platform;Sony Computer Entertainment;0.35;85.0;8.4;SCE Japan Studio;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
346;Persona 2: Eternal Punishment;Persona 2: Eternal Punishment is a role-playing game where the player takes control of a group of characters exploring the fictional city of Sumaru. The camera;PS;2000.0;Role-Playing;Atlus;0.35;83.0;8.4;Atlus Co.;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;M
347;Homefront: The Revolution;Homefront®: The Revolution is an open-world first person shooter where you must lead the Resistance movement in guerrilla warfare against a superior military;PS4;2016.0;Shooter;Deep Silver;0.35;48.0;3.8;Deep Silver Dambuster Studios;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;T
348;Charlie and the Chocolate Factory;Charlie and the Chocolate Factory is a 2005 musical fantasy film directed by Tim Burton and written by John August. based on the 1964 British novel of the;PS2;2005.0;Adventure;Global Star;0.35;35.0;4.1;High Voltage Software;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;M
349;SoulCalibur;"Soulcalibur es la segunda parte de la saga de videojuegos de lucha con armas blancas Soulcalibur. desarrollada por la compañía Namco.
 Modos de juego: Arcade. Historia‎
 Plataforma(s): Arcade (específicamente Namco";DC;1999.0;Fighting;Namco Bandai Games;0.34;98.0;8.8;Namco;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;T
350;Conan;Conan el Bárbaro (también llamado Conan el Cimmerio o Conan de Cimmeria y en las primeras traducciones de México Vulcano el Bárbaro) es un personaje de;PS3;2007.0;Action;THQ;0.34;69.0;7.2;Nihilistic;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;M
351;The Shoot;The Shoot. known in Japan as Shooting Studio. is a 2010 Rail shooter video game for the PlayStation 3. which uses the PlayStation Move controllers.;PS3;2010.0;Shooter;Sony Computer Entertainment;0.34;60.0;6.2;Cohort Studios;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;T
352;The Eye of Judgment;"The Eye of Judgment is a turn-based card battle video game for the PlayStation 3 platform. which utilizes the PlayStation Eye camera peripheral.
 Publisher(s): Sony Computer Entertainment
 Release: Set 1: JP‎: October 25. 2007; NA: Oct";PS3;2007.0;Misc;Sony Computer Entertainment;0.33;75.0;8.2;SCEJ;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;M
353;Harry Potter and the Deathly Hallows - Part 2;Harry Potter y las Reliquias de la Muerte: parte 2 (título original en inglés: Harry Potter and the Deathly Hallows - Part 2) es una película de acción y;X360;2011.0;Action;Electronic Arts;0.33;44.0;5.4;EA Bright Light;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;M
354;The King of Fighters XIII;The King of Fighters XIII (KOF XIII) es un videojuego desarrollado por SNK Playmore para la placa Taito Type X2 y es la decimotercera entrega de la saga The;X360;2011.0;Fighting;Rising Star Games;0.33;79.0;8.2;SNK Playmore;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;M
355;Fracture;No Encontramos Descripcciones;X360;2008.0;Shooter;LucasArts;0.33;63.0;6.2;Day 1 Studios;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;T
356;Kelly Slater's Pro Surfer;Kelly Slater's Pro Surfer es un videojuego desarrollado por Treyarch y distribuido por Activision entre 2002 y 2003 para las consolas Xbox. PS2.;PS2;2002.0;Sports;Activision;0.33;77.0;8.4;Treyarch;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
357;Street Fighter Alpha 3 MAX;Street Fighter Alpha 3 es un videojuego de peleas 1 vs 1. que es la tercera parte de la sub-saga alpha a su vez de la saga Street Fighter.;PSP;2006.0;Fighting;Capcom;0.33;80.0;8.0;Capcom;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;M
358;FIFA 2001 Major League Soccer;FIFA 2001 es un videojuego de fútbol desarrollado por EA Sports y que salió a la venta en el;PS;2000.0;Sports;Electronic Arts;0.32;85.0;7.8;EA Sports;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
359;Karaoke Revolution Volume 3;"Karaoke Revolution Volume 3 – PS2 Only (NTSC) — Karaoke Revolution Volume 3 – PS2 Only (NTSC)[edit]. Note: Italics denotes a ""locked"" song. requiring";PS2;2004.0;Misc;Konami Digital Entertainment;0.32;82.0;7.8;Harmonix Music Systems;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ET
360;Persona 4: Dancing All Night;Persona 4: Dancing All Night is a rhythm video game developed and published by Atlus for the PlayStation Vita.;PSV;2015.0;Misc;Nippon Ichi Software;0.32;76.0;8.6;Atlus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
361;NFL Fever 2004;NFL Fever 2004 is an American football video game published and developed by Microsoft Game Studios. It was released in 2003 for the Xbox video game console;XB;2003.0;Sports;Microsoft Game Studios;0.32;74.0;8.8;Microsoft Game Studios;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
